ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
1414,Le Parfum Lumière Elie Saab ,Elie Saab,Frauen,7.8,2021,Francis Kurkdjian
1415,Summer at Sea La Mer  Eau de Toilette,La Mer,Frauen,7.3,2021,Nicht angegeben
1416,Rêve de Hanami Rituals ,Rituals,Frauen,7.0,2021,Nicht angegeben
1417,Purple Cotton Talbot Runhof ,Talbot-Runhof,Frauen,7.8,2021,"Sylvie Fischer,
Jérôme Di Marino"
1418,Innocent Addiction L'Ateliero ,L-Ateliero,Frauen,7.4,2021,Nicht angegeben
1419,Zara Rain N° - Rose Petal Drops Zara ,Zara,Frauen,7.5,2021,Jo Malone
1420,Angel Nova Mugler  Eau de Toilette,Mugler,Frauen,7.2,2021,Nicht angegeben
1421,Honour  Amouage ,Amouage,Frauen,8.7,2021,Alexandra Carlin
1422,Glowing Bouquet Essential Garden ,Essential Garden,Frauen,7.9,2021,Nicht angegeben
1423,Soleil d'Or Rituals ,Rituals,Frauen,7.2,2021,Nicht angegeben
1424,Purple Leather Talbot Runhof ,Talbot-Runhof,Frauen,7.1,2021,"Sylvie Fischer,
Jérôme Di Marino"
1425,Armani Code Giorgio Armani  Eau de Parfum,Giorgio Armani,Männer,8.2,2021,Nicht angegeben
1426,H Hermès  Eau de Toilette,Hermes,Männer,7.4,2021,Christine Nagel
1427,Spicebomb Infrared Viktor & Rolf  Eau de Toilette,Viktor Rolf,Männer,8.1,2021,"Carlos Benaïm,
Nicolas Beaulieu,
Jean-Christophe Hérault"
1428,Air Tiger Marc Gebauer ,Marc-Gebauer,Männer,7.0,2021,Christian Carbonnel a.k.a. Chris Maurice
1429,Supremacy Not Only Intense Afnan Perfumes ,Afnan Perfumes,Männer,8.1,2021,Nicht angegeben
1430,Joop! Homme Joop!  Eau de Parfum,Joop,Männer,7.8,2021,Maïa Lernout
1431,Luna Rossa Ocean Prada  Eau de Toilette,Prada,Männer,6.9,2021,"Anne Flipo,
Carlos Benaïm,
IFF (International Flavors & Fragrances)"
1432,The Most Wanted Azzaro ,Azzaro,Männer,7.7,2021,"Shyamala Maisondieu,
Nadège Le Garlantezec,
Michel Girard,
Givaudan"
1433,Brioni Brioni  Eau de Parfum,Brioni,Männer,7.6,2021,Michel Almairac
1434,Y Le Parfum Yves Saint Laurent ,Yves Saint Laurent,Männer,7.3,2021,Dominique Ropion
1435,Scandal pour Homme Jean Paul Gaultier ,Jean Paul Gaultier,Männer,6.7,2021,"Quentin Bisch,
Christophe Raynaud,
Nathalie Gracia-Cetto"
1436,Gentleman Givenchy Givenchy  Eau de Toilette Intense,Givenchy,Männer,7.9,2021,"Nathalie Lorson,
Olivier Cresp"
1437,Valentino Uomo Born In Roma Yellow Dream Valentino ,Valentino,Männer,7.2,2021,"Julie Massé,
Violaine Collas"
1438,Kenzo Homme Kenzo  Eau de Toilette Intense,Kenzo,Männer,7.4,2021,Quentin Bisch
1439,Impact Intense Tommy Hilfiger ,Tommy Hilfiger,Männer,8.1,2021,Nicht angegeben
1440,Notorious Aaron Terence Hughes ,Aaron Terence Hughes,Männer,8.3,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1441,Cool Water Parfum Davidoff ,Davidoff,Männer,7.2,2021,"Jean-Christophe Hérault,
IFF (International Flavors & Fragrances)"
1442,Eros Parfum Versace ,Versace,Männer,8.2,2021,Olivier Pescheux
1443,Bvlgari Man Terrae Essence Bvlgari ,Bvlgari,Männer,7.2,2021,Alberto Morillas
1444,Invictus Victory Paco Rabanne ,Paco Rabanne,Männer,7.2,2021,"Anne Flipo,
Domitille Michalon-Bertier,
IFF (International Flavors & Fragrances)"
1445,Phantom Paco Rabanne ,Paco Rabanne,Männer,5.6,2021,"Anne Flipo,
Dominique Ropion,
Juliette Karagueuzoglou,
Loc Dong"
1446,Manly Areej Le Doré ,Areej Le Dore,Männer,8.0,2021,Nicht angegeben
1447,Hero Burberry  Eau de Toilette,Burberry,Männer,7.1,2021,Aurélien Guichard
1448,Kokain Seemann Rammstein ,Rammstein,Männer,7.0,2021,Alexandre Illan
1449,Tabac Man Gravity Mäurer & Wirtz  Eau de Toilette,Maeurer Wirtz,Männer,7.1,2021,Jacques Huclier
1450,Odyssey Aaron Terence Hughes ,Aaron Terence Hughes,Männer,7.6,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1451,Ralph's Club Ralph Lauren ,Ralph Lauren,Männer,6.6,2021,Dominique Ropion
1452,Explorer Ultra Blue Montblanc ,Montblanc,Männer,6.5,2021,"Jordi Fernández,
Olivier Pescheux,
Antoine Maisondieu"
1453,Naram's Elixir The Dua Brand / Dua Fragrances ,The-Dua-Brand,Männer,8.5,2021,Nicht angegeben
1454,Kajal Homme II Kajal ,Kajal,Männer,7.6,2021,Nicht angegeben
1455,Vibrant Leather Boisé Zara ,Zara,Männer,8.2,2021,Jérôme Epinette
1456,Adonis Aaron Terence Hughes ,Aaron Terence Hughes,Männer,8.2,2021,Nicht angegeben
1457,Portraits - The World According To Arthur Penhaligon's ,Penhaligons,Männer,7.9,2021,Fabrice Pellegrin
1458,Polo Cologne Intense Ralph Lauren ,Ralph Lauren,Männer,8.0,2021,"Pascal Gaurin,
Carlos Benaïm"
1459,The Road to Paradise is Rough Route  ,Route 66,Männer,6.6,2021,Nicht angegeben
1460,Azzaro pour Homme Cologne Intense Azzaro ,Azzaro,Männer,7.5,2021,Givaudan
1461,Acqua di Giò Profondo Lights Giorgio Armani ,Giorgio Armani,Männer,7.6,2021,"Alberto Morillas,
Firmenich"
1462,The One for Men Gold Dolce & Gabbana ,Dolce Gabbana,Männer,7.1,2021,"Rodrigo Flores-Roux,
Michel Girard,
Olivier Pescheux"
1463, Cobalt Loewe ,Loewe,Männer,7.9,2007,Nicht angegeben
1464,Le Mâle On Board Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.5,2021,Christophe Raynaud
1465,Blue In Green Annette Neuffer ,Annette Neuffer,Männer,8.4,2021,Annette Neuffer
1466,Kokain Gold Rammstein ,Rammstein,Männer,8.0,2021,Alexandre Illan
1467,Wow! for Men Joop!  Eau de Toilette Fresh,Joop,Männer,7.8,2021,Nicht angegeben
1468,Victorious L'Ateliero ,L-Ateliero,Männer,7.5,2021,Nicht angegeben
1469,Vibrant Leather Éclat de Bergamote Zara ,Zara,Männer,7.3,2021,Jérôme Epinette
1470,Derby Roberto Ugolini ,Roberto Ugolini,Männer,6.8,2021,"Maurizio Cerizza,
Cristian Calabrò"
1471,Illusione Bois Nu Bottega Veneta ,Bottega Veneta,Männer,7.7,2021,Antoine Maisondieu
1472,Midnight Rendezvous Attar The Dua Brand / Dua Fragrances ,The-Dua-Brand,Männer,8.7,2021,Nicht angegeben
1473,Serendipity for Men Rituals ,Rituals,Männer,7.8,2021,Nicht angegeben
1474,L'Elégant Parfums MDCI ,Parfums Mdci,Männer,7.9,2021,Irène Farmachidi
1475,The One Luminous Night Dolce & Gabbana ,Dolce Gabbana,Männer,8.7,2021,Jean-Christophe Hérault
1476,Fusion d'Issey Extrême Issey Miyake ,Issey Miyake,Männer,7.1,2021,Nathalie Lorson
1477,Live By Night Königstein ,Konigstein,Männer,8.1,2021,Nicht angegeben
1478,Essenze - Javanese Patchouli Ermenegildo Zegna  Eau de Parfum,Ermenegildo Zegna,Männer,7.9,2021,"Frank Voelkl,
Firmenich"
1479,Urban Leather L'Ateliero ,L-Ateliero,Männer,7.1,2021,Nicht angegeben
1480,Bad Boy Le Parfum Carolina Herrera ,Carolina Herrera,Männer,6.4,2021,"Bruno Jovanovic,
Fanny Bal,
Nicolas Beaulieu"
1481,Lalique White in Black Lalique ,Lalique,Männer,8.0,2021,Karine Dubreuil-Sereni
1482,Bon Viveur Naughton & Wilson ,Naughton-Wilson,Männer,8.2,2021,John Stephen
1483,Le Gemme - Azaran Bvlgari ,Bvlgari,Männer,7.9,2021,Jacques Cavallier-Belletrud
1484,Sun Men Parfum Jil Sander ,Jil Sander,Männer,7.5,2021,Nicht angegeben
1485,Sound of the Brave Diesel ,Diesel,Männer,6.2,2021,Fabrice Pellegrin
1486,Ferragamo Intense Leather Salvatore Ferragamo ,Salvatore Ferragamo,Männer,7.7,2021,Antoine Maisondieu
1487,Aqua Palma Montale ,Montale,Männer,7.1,2021,Nicht angegeben
1488,Killer Instinct The Dua Brand / Dua Fragrances ,The-Dua-Brand,Männer,8.6,2021,Nicht angegeben
1489,Secret Woods Costume National ,Costume National,Männer,7.8,2021,Julien Rasquinet
1490,Legend Aaron Terence Hughes ,Aaron Terence Hughes,Männer,7.6,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1491,Roma Uomo Green Swing Laura Biagiotti ,Laura Biagiotti,Männer,6.8,2021,Daphné Bugey
1492,The Scent Pure Accord for Him Hugo Boss ,Hugo Boss,Männer,6.1,2021,Nicht angegeben
1493,L.. Blanc Lacoste  Eau de Parfum,Lacoste,Männer,6.8,2021,"Marie Salamagne,
Ane Ayo"
1494,Le Provocateur L'Ateliero ,L-Ateliero,Männer,6.7,2021,Nicht angegeben
1495,Black Money Königstein ,Konigstein,Männer,7.4,2021,Nicht angegeben
1496,Irresistible Man L'Ateliero ,L-Ateliero,Männer,6.9,2021,Nicht angegeben
1497,Olivier Ondé L'Occitane en Provence ,Loccitane En Provence,Männer,8.1,2021,"Mathieu Nardin,
Serge Majoullier"
1498,Bohemian Sunset in Barcelona Zara ,Zara,Männer,7.6,2021,Alberto Morillas
1499,Guilty Love Edition MMXXI pour Homme  Gucci ,Gucci,Männer,7.7,2021,Nicht angegeben
1500,Taboo Alendor ,Alendor,Männer,7.4,2021,Nathalie Feisthauer
1501,°'N °'W - Cuba Les Destinations ,Les-Destinations,Männer,7.2,2021,Véronique Nyberg
1502,The One L'Ateliero ,L-Ateliero,Männer,6.2,2021,Nicht angegeben
1503,Vibrant Leather Parfum de Liberté Zara ,Zara,Männer,7.9,2021,Jérôme Epinette
1504,Karité Corsé L'Occitane en Provence ,Loccitane En Provence,Männer,8.2,2021,"Mathieu Nardin,
Serge Majoullier"
1505,Signature Tabac Zaharoff  Eau de Parfum,Zaharoff,Männer,8.2,2021,"Claude Dir,
Mane"
1506,Moncler pour Homme Moncler ,Moncler,Männer,6.4,2021,"Antoine Maisondieu,
Christophe Raynaud"
1507,No Limit$ Plein Super Fre$h Philipp Plein ,Philipp-Plein,Männer,6.7,2021,Alberto Morillas
1508,Bête Humaine - Eau de Peau Liquides Imaginaires ,Liquides-Imaginaires,Männer,7.2,2021,Amélie Bourgeois
1509,Sun Men Lavender & Vetiver Jil Sander ,Jil Sander,Männer,6.2,2021,Nicht angegeben
1510,Gold Amber Nights Jesus del Pozo ,Jesus Del Pozo,Männer,6.9,2021,Nicht angegeben
1511,Ferragamo Spicy Leather Salvatore Ferragamo ,Salvatore Ferragamo,Männer,8.2,2021,Antoine Maisondieu
1512,Aromatic Greens David Beckham ,David Beckham,Männer,7.2,2021,Amandine Clerc-Marie
1513,Ultimate Rendezvous The Dua Brand / Dua Fragrances ,The-Dua-Brand,Männer,8.7,2021,Nicht angegeben
1514,Nightfall in Madrid Zara ,Zara,Männer,7.3,2021,Alberto Morillas
1515,Tomo Intense Annayake / アナヤケ ,Annayake,Männer,7.7,2021,Nicht angegeben
1516,Brioni Brioni  Eau de Parfum Intense,Brioni,Männer,8.1,2021,"Michel Almairac,
Karine Vinchon-Spehner"
1517,Vanilla Diorama Dior ,Dior,Unisex,8.0,2021,François Demachy
1518,Boundless Amouage ,Amouage,Unisex,8.1,2021,Karine Vinchon-Spehner
1519,Decas XerJoff ,Xerjoff,Unisex,7.9,2021,Nicht angegeben
1520,Material Amouage ,Amouage,Unisex,8.0,2021,Cécile Zarokian
1521,Velvet Tonka bdk Parfums ,Bdk Parfums,Unisex,8.0,2021,Alexandra Carlin
1522,Tobacolor Dior ,Dior,Unisex,7.5,2021,François Demachy
1523,Silky Woods Goldfield & Banks ,Goldfield  Banks,Unisex,7.8,2021,Hamid Merati-Kashani
1524,Ombré Leather Parfum Tom Ford ,Tom Ford,Unisex,8.3,2021,Sonia Constant
1525,Oud for Happiness Initio ,Initio,Unisex,7.6,2021,Nicht angegeben
1526,Eden-Roc Dior ,Dior,Unisex,7.2,2021,François Demachy
1527,Apple Brandy on the Rocks Kilian ,Kilian,Unisex,7.9,2021,Sidonie Lancesseur
1528,Viking Cologne Creed ,Creed,Unisex,7.2,2021,Nicht angegeben
1529,Orphéon Diptyque ,Diptyque,Unisex,8.0,2021,Olivier Pescheux
1530,Bergamotto di Calabria La Spugnatura Acqua di Parma ,Acqua Di Parma,Unisex,8.3,2021,Nicht angegeben
1531,Oud Zhen Areej Le Doré ,Areej Le Dore,Unisex,8.6,2021,Nicht angegeben
1532,Sundowner Tauer Perfumes ,Tauer,Unisex,7.7,2021,Andy Tauer
1533,Bodacious Boadicea the Victorious ,Boadicea The Victorious,Unisex,8.5,2021,Nicht angegeben
1534,Molecule  + Iris Escentric Molecules ,Escentric Molecules,Unisex,8.1,2001,Geza Schön
1535,Luna Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,8.3,2021,Nicht angegeben
1536,Rose Chérie Guerlain ,Guerlain,Unisex,8.0,2021,Delphine Jelk
1537,Fièvre Verte L'Heure Verte Kilian ,Kilian,Unisex,8.0,2021,Mathieu Nardin
1538,This Is Us! Zadig & Voltaire ,Zadig  Voltaire,Unisex,7.0,2021,Mathilde Bijaoui
1539,Atlantic Ambergris II Areej Le Doré ,Areej Le Dore,Unisex,8.6,2021,Nicht angegeben
1540,Russian Musk II Areej Le Doré ,Areej Le Dore,Unisex,8.7,2021,Nicht angegeben
1541,Snowy Owl Zoologist ,Zoologist,Unisex,6.9,2021,Dawn Spencer Hurwitz
1542,Kyoto Diptyque ,Diptyque,Unisex,7.7,2021,Alexandra Carlin
1543,Minuit et Demi Fragrance Du Bois ,Fragrance Du Bois,Unisex,7.5,2021,Stéphane Bengana
1544,Soleil Brûlant Tom Ford ,Tom Ford,Unisex,6.7,2021,Daniela Andrier
1545,Coffee Addict Theodoros Kalotinis ,Theodoros-Kalotinis,Unisex,8.1,2021,Theodoros Kalotinis
1546,Scarlet Poppy Jo Malone ,Jo Malone,Unisex,8.0,2021,Mathilde Bijaoui
1547,Forbidden Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,8.4,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1548,Mixed Emotions Byredo ,Byredo,Unisex,7.1,2021,Nicht angegeben
1549,Oud & Spice Acqua di Parma ,Acqua Di Parma,Unisex,7.5,2021,Nicht angegeben
1550, Rosso Roberto Ugolini ,Roberto Ugolini,Unisex,8.1,2004,"Maurizio Cerizza,
Cristian Calabrò"
1551,Chinese Oud 中國沉香 Areej Le Doré ,Areej Le Dore,Unisex,8.3,2021,Nicht angegeben
1552,Aswan Widian / AJ Arabia ,Widian,Unisex,8.4,2021,Nicht angegeben
1553,Kokain Black Intense Rammstein ,Rammstein,Unisex,7.8,2021,Alexandre Illan
1554,Arabian King Marc Gebauer ,Marc-Gebauer,Unisex,7.5,2021,Christian Carbonnel a.k.a. Chris Maurice
1555,Manhattan Roja Parfums  Parfum,Roja Parfums,Unisex,8.3,2021,Roja Dove
1556,Sicilian Leather Memo Paris ,Memo-Paris,Unisex,7.9,2021,Yann Vasnier
1557,Vetiver Hiram Green ,Hiram Green,Unisex,7.8,2021,Hiram Green
1558,Amour Pierre de Velay ,Pierre De Velay,Unisex,8.5,2021,Roja Dove
1559,Open Sky Byredo ,Byredo,Unisex,6.9,2021,Jérôme Epinette
1560,Ébène Fumé Tom Ford ,Tom Ford,Unisex,7.9,2021,Rodrigo Flores-Roux
1561,Freefall - Luxe Calme Volupté Francesca Bianchi ,Francesca Bianchi,Unisex,7.5,2021,Francesca Bianchi
1562,Herbes Troublantes Guerlain ,Guerlain,Unisex,8.0,2021,"Delphine Jelk,
Thierry Wasser"
1563,Ottoman Empire III Areej Le Doré ,Areej Le Dore,Unisex,8.1,2021,Nicht angegeben
1564,Mal-Aimé Parfum d'Empire ,Parfums D Empire,Unisex,7.6,2021,Marc-Antoine Corticchiato
1565,Haze (black) Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,8.2,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1566,Synthetic Nature Synthetic Jungle Editions de Parfums Frédéric Malle ,Editions De Parfum Frederic Malle,Unisex,7.5,2021,Anne Flipo
1567,Eau de Coton Eau Secrète Guerlain ,Guerlain,Unisex,7.9,2021,"Thierry Wasser,
Delphine Jelk"
1568,Cologne du Maghreb Tauer Perfumes ,Tauer,Unisex,7.8,2021,Andy Tauer
1569,IV-I Lost Alice Masque ,Masque,Unisex,7.9,2021,Mackenzie Reilly
1570,Replica - Matcha Meditation Maison Margiela ,Maison Margiela,Unisex,6.7,2021,"Maurice Roucel,
Alexandra Carlin,
Symrise"
1571,Molecule  + Mandarin Escentric Molecules ,Escentric Molecules,Unisex,7.8,2001,Geza Schön
1572,Haze (blue) Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,8.0,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1573,Kokain White Intense Rammstein ,Rammstein,Unisex,7.5,2021,Alexandre Illan
1574,Orchid Leather Van Cleef & Arpels ,Van Cleef Arpels,Unisex,8.0,2021,Julien Rasquinet
1575, Wood Dsquared ,Dsquared,Unisex,7.8,2002,Nicht angegeben
1576,Reliqvia Filippo Sorcinelli ,Filippo Sorcinelli,Unisex,7.9,2021,Nicht angegeben
1577,Ilio Diptyque  Eau de Toilette,Diptyque,Unisex,7.8,2021,Fabrice Pellegrin
1578,Santal Pao Rosa Guerlain ,Guerlain,Unisex,6.8,2021,Delphine Jelk
1579,St. Vetyver D.S. & Durga ,D S  Durga,Unisex,8.1,2021,David Seth Moltz
1580,Tubéreuse Nue Tom Ford ,Tom Ford,Unisex,7.4,2021,Nicht angegeben
1581,Chipmunk Zoologist ,Zoologist,Unisex,7.5,2021,Pia Long
1582,La dompteuse encagée Serge Lutens ,Serge Lutens,Unisex,6.9,2021,"Christopher Sheldrake,
Serge Lutens"
1583,EdenFalls M. Micallef ,Martine Micallef,Unisex,7.2,2021,Nicht angegeben
1584,Opus XIII - Silver Oud Amouage ,Amouage,Unisex,7.7,2021,Cécile Zarokian
1585,Fanghorn II Pineward ,Pineward,Unisex,7.9,2021,"Nicholas Nilsson Markeninhaber, Parfümhersteller"
1586,Blue Matcha Montale ,Montale,Unisex,7.2,2021,Nicht angegeben
1587,A'mmare Carthusia ,Carthusia,Unisex,7.7,2021,Luca Maffei
1588,Tuttle Tiziana Terenzi ,Tiziana Terenzi,Unisex,8.0,2021,Paolo Terenzi
1589,Aqua Celestia Cologne Forte Maison Francis Kurkdjian ,Maison Francis Kurkdjian,Unisex,7.4,2021,Francis Kurkdjian
1590,Bindebole Pineward ,Pineward,Unisex,7.7,2021,"Nicholas Nilsson Markeninhaber, Parfümhersteller"
1591,Fleurs Sauvages Teone Reinthal Natural Perfume ,Teone Reinthal Natural Perfume,Unisex,8.0,2021,Teone Reinthal Markeninhaberin
1592,Mumbai Noise Byredo ,Byredo,Unisex,7.0,2021,Jérôme Epinette
1593,Poseidon's Ottoman Supernova The Dua Brand / Dua Fragrances ,The-Dua-Brand,Unisex,8.6,2021,Nicht angegeben
1594,Kokain Red Intense Reloaded Rammstein ,Rammstein,Unisex,7.4,2021,Alexandre Illan
1595,Molecule  + Patchouli Escentric Molecules ,Escentric Molecules,Unisex,7.5,2001,Geza Schön
1596,Remix Cologne Edition   ,4711,Unisex,6.3,2021,Nathalie Lorson
1597,Orodion Orodion ,Orodion,Unisex,6.1,2021,Vincent Schaller
1598,Tibetan Musk Ensar Oud / Oriscent ,Ensar-Oud,Unisex,8.2,2021,Nicht angegeben
1599,Supremacy in Oud Afnan Perfumes ,Afnan Perfumes,Unisex,8.2,2021,Nicht angegeben
1600,Act Der Duft ,Der-Duft,Unisex,6.7,2021,Prin Lomros
1601,. Morning in Tipasa Pierre Guillaume ,Pierre Guillaume,Unisex,8.1,2021,Pierre Guillaume
1602,Exclusive Blend - Find Me In The Dark Jousset Parfums ,Jousset-Parfums,Unisex,8.3,2021,Jimmy Bodin Parfümhersteller
1603,Crazy in Love Montale ,Montale,Unisex,6.7,2021,Nicht angegeben
1604,Aqua Vitae Cologne Forte Maison Francis Kurkdjian ,Maison Francis Kurkdjian,Unisex,6.8,2021,Francis Kurkdjian
1605,Fake Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,7.3,2021,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1606,Absinthe Gaïac Panouge ,Panouge,Unisex,7.4,2021,Patrice Revillard
1607,Lethe Ulrich Lang ,Ulrich Lang,Unisex,8.0,2021,Nicht angegeben
1608,Narciso Narciso Rodriguez  Eau de Parfum Ambrée,Narciso Rodriguez,Frauen,7.5,2020,"Aurélien Guichard,
Takasago / 高砂"
1609,L'Initial Guerlain ,Guerlain,Frauen,8.3,2020,Thierry Wasser
1610,The Only One Dolce & Gabbana  Eau de Parfum Intense,Dolce Gabbana,Frauen,8.0,2020,Violaine Collas
1611,Seduction Collection - Iris Crush Jimmy Choo ,Jimmy Choo,Frauen,7.9,2020,"Anne Flipo,
Caroline Dumur,
IFF (International Flavors & Fragrances)"
1612,Boss Alive Hugo Boss  Eau de Parfum,Hugo Boss,Frauen,7.4,2020,Annick Ménardo
1613,Idôle L'Intense Lancôme ,Lancome,Frauen,7.7,2020,"Shyamala Maisondieu,
Adriana Medina-Baez,
Nadège Le Garlantezec"
1614,My Way Giorgio Armani ,Giorgio Armani,Frauen,6.6,2020,"Carlos Benaïm,
Bruno Jovanovic,
IFF (International Flavors & Fragrances)"
1615,Coco Mademoiselle L'Eau Privée Chanel ,Chanel,Frauen,7.8,2020,Olivier Polge
1616,La Nuit Trésor Nude Lancôme ,Lancome,Frauen,7.9,2020,Amandine Clerc-Marie
1617,Nomade Absolu de Parfum Chloé ,Chloe,Frauen,7.9,2020,"Quentin Bisch,
Givaudan"
1618,La Vie est Belle Intensément Lancôme ,Lancome,Frauen,7.5,2020,Nicht angegeben
1619,Voce Viva Valentino  Eau de Parfum,Valentino,Frauen,7.0,2020,"Honorine Blanc,
Amandine Clerc-Marie"
1620,L'Interdit Givenchy  Eau de Parfum Intense,Givenchy,Frauen,8.2,2020,"Dominique Ropion,
Anne Flipo,
Fanny Bal"
1621,Angel Nova Mugler  Eau de Parfum,Mugler,Frauen,6.6,2020,"Sonia Constant,
Louise Turner,
Quentin Bisch"
1622,Rosenrot Rammstein ,Rammstein,Frauen,7.2,2020,Alexandre Illan
1623,Miss Dior Rose N'Roses Dior  Eau de Toilette,Dior,Frauen,7.3,2020,François Demachy
1624,This Is Love! pour Elle Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2020,Sidonie Lancesseur
1625,Mon Guerlain Guerlain  Eau de Parfum Bloom of Rose,Guerlain,Frauen,7.5,2020,"Thierry Wasser,
Delphine Jelk"
1626,Omnia Golden Citrine Bvlgari ,Bvlgari,Frauen,7.0,2020,Alberto Morillas
1627,For Her Fleur Musc Narciso Rodriguez  Eau de Toilette Florale,Narciso Rodriguez,Frauen,7.7,2020,Sonia Constant
1628,Ocean di Gioia Giorgio Armani ,Giorgio Armani,Frauen,7.7,2020,"Sonia Constant,
Marypierre Julien"
1629,Lipstick Fever Juliette Has A Gun ,Juliette Has A Gun,Frauen,6.9,2020,Romano Ricci
1630,Peut-Être Lancôme ,Lancome,Frauen,7.8,2020,Nathalie Lorson
1631,Chloé Rose Tangerine Chloé ,Chloe,Frauen,7.6,2020,"Sidonie Lancesseur,
Michel Almairac"
1632,Art Collection - Ballerina Moresque ,Moresque,Frauen,7.7,2020,Nicht angegeben
1633,Sun Jil Sander  Eau de Parfum,Jil Sander,Frauen,7.0,2020,Nicht angegeben
1634,Angel Eau Croisière  Mugler ,Mugler,Frauen,7.8,2020,Nicht angegeben
1635,Alien Mirage Mugler ,Mugler,Frauen,7.6,2020,"Fanny Bal,
Dominique Ropion"
1636,Déjà Vu White Flower |  Kayali  Eau de Parfum,Kayali,Frauen,7.4,2020,Gabriela Chelariu
1637,Sun Summer Edition  Jil Sander ,Jil Sander,Frauen,7.8,2020,Nicht angegeben
1638,Prends-moi (take me) Isabey ,Isabey,Frauen,7.7,2020,Luca Maffei
1639,Mon Paris Intensément Yves Saint Laurent ,Yves Saint Laurent,Frauen,8.1,2020,"Olivier Cresp,
Dora Baghriche-Arnaud,
Harry Frémont,
Firmenich"
1640,Irrésistible Givenchy Givenchy  Eau de Parfum,Givenchy,Frauen,7.3,2020,"Fanny Bal,
Dominique Ropion,
Anne Flipo"
1641,Love Chopard Chopard ,Chopard,Frauen,7.6,2020,Alberto Morillas
1642,Le Vestiaire - Capeline Yves Saint Laurent ,Yves Saint Laurent,Frauen,8.0,2020,Juliette Karagueuzoglou
1643,So Scandal! Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,7.4,2020,"Daphné Bugey,
Fabrice Pellegrin"
1644,Black Opium Yves Saint Laurent  Eau de Parfum Neon,Yves Saint Laurent,Frauen,6.8,2020,"Nathalie Lorson,
Marie Salamagne,
Olivier Cresp,
Honorine Blanc"
1645,Monoï Vague d'Été Yves Rocher ,Yves Rocher,Frauen,7.9,2020,Nicht angegeben
1646,Trussardi Donna Pink Marina Trussardi ,Trussardi,Frauen,7.8,2020,Nathalie Lorson
1647,No : Honey and Deermusk Meleg Perfumes ,Meleg-Perfumes,Frauen,7.8,2020,"Matthew Meleg Markeninhaber, Parfümhersteller"
1648,Good Girl Carolina Herrera  Eau de Parfum Suprême,Carolina Herrera,Frauen,8.0,2020,"Louise Turner,
Givaudan"
1649,J'adore Dior  Eau de Parfum Infinissime,Dior,Frauen,7.2,2020,François Demachy
1650,Flowerbomb Dew Viktor & Rolf ,Viktor Rolf,Frauen,7.3,2020,"Carlos Benaïm,
Dominique Ropion,
Domitille Michalon-Bertier"
1651,Softly Serene Jil Sander ,Jil Sander,Frauen,7.0,2020,Nicht angegeben
1652,Classique Pin-Up Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,7.7,2020,Fabrice Pellegrin
1653,Fol Arôme Guerlain ,Guerlain,Frauen,8.8,2020,Thierry Wasser
1654,Seduction Collection - Vanilla Love Jimmy Choo ,Jimmy Choo,Frauen,8.2,2020,"Michel Almairac,
Robertet"
1655,Sì Passione Intense Giorgio Armani ,Giorgio Armani,Frauen,7.1,2020,Julie Massé
1656,Versace pour Femme Dylan Turquoise Versace  Eau de Toilette,Versace,Frauen,6.9,2020,Sophie Labbé
1657,Les Eaux Exubérantes - Mon Bouquet Blanc Blumarine ,Blumarine,Frauen,7.8,2020,Véronique Nyberg
1658,Le Parfum Essentiel Elie Saab ,Elie Saab,Frauen,7.0,2020,Maïa Lernout
1659, pour Femme James Bond  ,James Bond 007,Frauen,7.4,2007,Nicht angegeben
1660,The Favourite Penhaligon's ,Penhaligons,Frauen,7.3,2020,Aliénor Massenet
1661,Amber Mood Nature Blossom / Juniper Lane ,Nature Blossom,Frauen,7.4,2020,Nicht angegeben
1662,Bronze Goddess Azur Estēe Lauder ,Estee Lauder,Frauen,7.8,2020,Nicht angegeben
1663,La Panthère Parfum Cartier ,Cartier,Frauen,8.0,2020,Mathilde Laurent
1664,Overture Woman Amouage ,Amouage,Frauen,7.6,2020,Annick Ménardo
1665,Guilty Love Edition pour Femme Gucci ,Gucci,Frauen,7.3,2020,Nicht angegeben
1666,Eve Goes Eden Philly & Phill ,Philly  Phill,Frauen,7.1,2020,Jérôme Epinette
1667,Vanille Santal Réminiscence ,Reminiscence,Frauen,7.4,2020,Céline Ripert
