ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
619,Ocean Electric Zara ,Zara,Männer,8.1,2024,Nicht angegeben
620,Wisdom Harry Potter ,Harry-Potter,Männer,5.5,2024,Nicht angegeben
621,(Vetiverich) Zara ,Zara,Männer,7.3,2024,Nicht angegeben
622,Hades OrkusOdes ,Orkusodes,Männer,7.8,2024,Nicht angegeben
623,Ocean Azure Zara ,Zara,Männer,7.2,2024,Nicht angegeben
624,(Leather Fever) Zara ,Zara,Männer,8.2,2024,Nicht angegeben
625,Ferragamo Red Leather Salvatore Ferragamo ,Salvatore Ferragamo,Männer,8.0,2024,Nicht angegeben
626,Tropical Emerald Zara ,Zara,Männer,7.6,2024,Nicht angegeben
627,Vibrant Leather Explosion Zara ,Zara,Männer,8.4,2024,Jérôme Epinette
628,IconiQ Black bugatti Fashion ,Bugatti-Fashion,Männer,7.5,2024,Nicht angegeben
629,Impact Together Tommy Hilfiger ,Tommy Hilfiger,Männer,6.6,2024,"Nadège Le Garlantezec,
Jacques Huclier"
630,Chrome Azure Azzaro ,Azzaro,Männer,7.5,2024,Nicht angegeben
631,Tommy Vibrant Summer Tommy Hilfiger ,Tommy Hilfiger,Männer,7.2,2024,"Fabrice Pellegrin,
Coralie Spicher"
632,Sign Your Power Mercedes-Benz ,Mercedes Benz,Männer,6.4,2024,Fabrice Pellegrin
633,Michalsky Berlin Summer ' for Men Michalsky ,Michalsky,Männer,6.9,2024,Nicht angegeben
634,The Mandariners for Him Mandarina Duck ,Mandarina Duck,Männer,9.2,2024,Nicht angegeben
635,Sealight MAD Parfumeur ,Mad-Parfumeur,Männer,9.3,2024,Nicht angegeben
636,The Feminist Dandy Boutique ,Dandy-Boutique,Männer,7.3,2024,Nicht angegeben
637,Star for Men Mauboussin ,Mauboussin,Männer,8.7,2024,Nicht angegeben
638,Kokos Mozaick ,Mozaick,Männer,8.0,2024,Nicht angegeben
639,(Metamber) Zara ,Zara,Männer,7.5,2024,Nicht angegeben
640,Kinetic Mozaick ,Mozaick,Männer,7.0,2024,Nicht angegeben
641,J-höm Masakï Matsushïma ,Masaki Matsushima,Männer,6.8,2024,Leonardo Lucheze
642,(Wood Legacy) Zara ,Zara,Männer,7.0,2024,Nicht angegeben
643,Théorème Matrix Rue Broca ,Rue-Broca,Männer,7.5,2024,Nicht angegeben
644,CH Men Birds of Paradise Carolina Herrera ,Carolina Herrera,Männer,6.8,2024,Nicht angegeben
645,Ruby Horizon Zara ,Zara,Männer,6.5,2024,Nicht angegeben
646,Lizard Mojo House of Heartistry / Heartistry Perfumery ,House-Of-Heartistry,Männer,8.5,2024,Nicht angegeben
647,Zec+ Lifestyle Zec+ ,Zec,Männer,7.3,2024,Nicht angegeben
648,IconiQ Blue bugatti Fashion ,Bugatti-Fashion,Männer,7.8,2024,Nicht angegeben
649,Azure Wave Zara ,Zara,Männer,6.5,2024,Nicht angegeben
650,M'Ocean Mozaick ,Mozaick,Männer,6.3,2024,Nicht angegeben
651,Ocean Blue Zara ,Zara,Männer,6.5,2024,Nicht angegeben
652,Othman Mozaick ,Mozaick,Männer,6.5,2024,Nicht angegeben
653,Tuberose Embers Teone Reinthal Natural Perfume ,Teone Reinthal Natural Perfume,Männer,9.3,2024,Teone Reinthal Markeninhaberin
654,Mystiq Rainfall Mystiq Parfums ,Mystiq-Parfums,Männer,8.3,2024,Nicht angegeben
655,The Icon Attitude Banderas ,Banderas,Männer,8.5,2024,Nicht angegeben
657,Marzocco Roberto Ugolini  Extrait de Parfum,Roberto Ugolini,Unisex,8.8,2024,"Maurizio Cerizza,
Cristian Calabrò"
658,Alexandria II Anniversary XerJoff ,Xerjoff,Unisex,8.8,2024,Nicht angegeben
659,Narcotic Delight Initio ,Initio,Unisex,7.7,2024,Nicht angegeben
660,Tilia Marc-Antoine Barrois ,Marc Antoine Barrois,Unisex,8.0,2024,Quentin Bisch
661,Purple Flamingo Marc Gebauer ,Marc-Gebauer,Unisex,7.8,2024,Christian Carbonnel a.k.a. Chris Maurice
662,Casamorati - Quattro Pizzi XerJoff ,Xerjoff,Unisex,7.8,2024,Nicht angegeben
663,Comète Chanel ,Chanel,Unisex,8.0,2024,Olivier Polge
664,Deified Tony Iommi XerJoff ,Xerjoff,Unisex,7.8,2024,Nicht angegeben
665,Oud Wood Parfum Tom Ford ,Tom Ford,Unisex,8.3,2024,Nicht angegeben
666,Cuirtis Areej Le Doré ,Areej Le Dore,Unisex,8.6,2024,Nicht angegeben
667,Mahina Parfums d'Elmar ,Parfums Delmar,Unisex,8.6,2024,Nicht angegeben
668,Mandarino di Sicilia Acqua di Parma ,Acqua Di Parma,Unisex,8.2,2024,Nicht angegeben
669,Killer Instinct Marc Gebauer ,Marc-Gebauer,Unisex,7.2,2024,Christian Carbonnel a.k.a. Chris Maurice
670,Cherry X Kai Porten Parfums Privés ,Kai-Porten-Parfums-Prives,Unisex,6.6,2024,Mark Buxton
671,Mango Aoud Gritti ,Gritti,Unisex,6.8,2024,Luca Gritti
672,Néroli Plein Sud Guerlain ,Guerlain,Unisex,7.9,2024,Delphine Jelk
673,London Harrods Exclusive Widian / AJ Arabia ,Widian,Unisex,9.5,2024,Jordi Fernández
674,Vanilla Candy Rock Sugar |  Kayali ,Kayali,Unisex,7.6,2024,"Gabriela Chelariu,
Fabrice Pellegrin,
Firmenich"
675,Royal Barn Areej Le Doré ,Areej Le Dore,Unisex,8.2,2024,Nicht angegeben
676,Isola Sol Roja Parfums ,Roja Parfums,Unisex,7.0,2024,Roja Dove
677,DesirToxic L'Intense M. Micallef ,Martine Micallef,Unisex,8.2,2024,Thierry Romeo
678,Shaghaf Oud Elixir Swiss Arabian ,Swiss Arabian,Unisex,8.8,2024,Nicht angegeben
679,Creme de la Creme Areej Le Doré ,Areej Le Dore,Unisex,8.0,2024,Nicht angegeben
680,Penguin Zoologist ,Zoologist,Unisex,7.3,2024,Chiaki Nomura
681,Super Nova Gritti ,Gritti,Unisex,7.6,2024,Luca Gritti
682,Forbidden Flower Areej Le Doré ,Areej Le Dore,Unisex,7.8,2024,Nicht angegeben
683,Kama pernoire ,Pernoire,Unisex,8.0,2024,Nicht angegeben
684,Le Musc & La Peau Pierre Guillaume  Extrait de Parfum,Pierre Guillaume,Unisex,8.5,2024,Pierre Guillaume
685,Aqua Allegoria Florabloom Forte Guerlain ,Guerlain,Unisex,7.1,2024,Delphine Jelk
686,Kaya Parfums d'Elmar ,Parfums Delmar,Unisex,8.5,2024,Nicht angegeben
687,Emanuele Pana Dora ,Pana-Dora,Unisex,7.8,2024,Nicht angegeben
688,Amalaya Parfums d'Elmar ,Parfums Delmar,Unisex,8.7,2024,Nicht angegeben
689,Nitroglyzerin Rammstein ,Rammstein,Unisex,7.9,2024,Nicht angegeben
690,Sunkissed Goddess Kilian ,Kilian,Unisex,7.5,2024,Calice Becker
691,Aqua Allegoria Florabloom Guerlain ,Guerlain,Unisex,7.1,2024,Delphine Jelk
692,Acne Studios par Frédéric Malle Editions de Parfums Frédéric Malle ,Editions De Parfum Frederic Malle,Unisex,7.4,2024,Suzy Le Helley
693,Paradise Soil Areej Le Doré ,Areej Le Dore,Unisex,7.7,2024,Nicht angegeben
694,Dalika Parfums d'Elmar ,Parfums Delmar,Unisex,8.2,2024,Nicht angegeben
695,Paris - Mon Amour Birkholz ,Birkholz,Unisex,8.1,2024,Nicht angegeben
696,Silver Marble Simone Andreoli ,Simone Andreoli,Unisex,7.5,2024,Simone Andreoli
697,Levar del Sole XerJoff ,Xerjoff,Unisex,7.2,2024,Nicht angegeben
698,Perle Impériale Guerlain  Eau de Parfum,Guerlain,Unisex,9.0,2024,Nicht angegeben
699,Gasolin Rammstein ,Rammstein,Unisex,6.7,2024,Alexandre Illan
700,Cèdre Figalia Atelier Materi ,Atelier-Materi,Unisex,8.1,2024,Céline Perdriel
701,AlUla Penhaligon's ,Penhaligons,Unisex,7.7,2024,Fanny Bal
702,Montabaco Rio Ormonde Jayne ,Ormonde Jayne,Unisex,7.7,2024,Nicht angegeben
703,Sending Love Zarkoperfume ,Zarko Perfume,Unisex,7.0,2024,Zarko Ahlmann Pavlov
704,Private Blend: Hailam Kilam Ensar Oud / Oriscent ,Ensar-Oud,Unisex,9.8,2024,Nicht angegeben
705,Yeti Duftanker MGO Duftmanufaktur ,Duftanker Mgo Duftmanufaktur,Unisex,8.3,2024,Hans Georg Staudt
706,Mandarino Millesimato Acqua di Parma ,Acqua Di Parma,Unisex,8.6,2024,Nicht angegeben
707,Amour Brut LEN Fragrance ,Len Fragrance,Unisex,8.9,2024,Nicht angegeben
708,Chandigarh Express Ex Nihilo ,Ex Nihilo,Unisex,8.1,2024,Gaël Montero
709,Maraschino Sospiro ,Sospiro,Unisex,7.9,2024,Nicht angegeben
710,Versailles - Trésor de Jardin Birkholz ,Birkholz,Unisex,8.4,2024,Nicht angegeben
711,Emporio Armani - Stronger With You Tobacco Giorgio Armani ,Giorgio Armani,Unisex,8.6,2024,Nicht angegeben
712,Corsica - Baiser de la Mer Birkholz ,Birkholz,Unisex,7.9,2024,Nicht angegeben
713,Âme du Cœur - Eau de L'Âme Liquides Imaginaires ,Liquides-Imaginaires,Unisex,7.7,2024,"Louise Turner,
Givaudan"
714,Flower Muse Flora Danica ,Flora-Danica,Unisex,8.0,2024,"Ilias Ermenidis,
Nathalie Lorson,
Olivier Cresp"
715,Take Me Back to Marrakech Marrakech Imperial ,Marrakech-Imperial,Unisex,8.6,2024,Christian Carbonnel a.k.a. Chris Maurice
716,Latte Mimosa New Notes ,New-Notes,Unisex,7.1,2024,Nicht angegeben
717,Infusion de Gingembre Prada ,Prada,Unisex,8.1,2024,Daniela Andrier
718,Love for Sale Francesca Bianchi ,Francesca Bianchi,Unisex,7.5,2024,Francesca Bianchi
719,Peach's Revenge Sarah Baker Perfumes ,Sarah Baker Perfumes,Unisex,8.3,2024,Christian Carbonnel a.k.a. Chris Maurice
720,Mayar Natural Intense ميار Lattafa / لطافة ,Lattafa,Unisex,7.3,2024,Nicht angegeben
721,Artès Bochan ,Bochan,Unisex,8.5,2024,Nicht angegeben
722,The Language of Glaciers Imaginary Authors ,Imaginary Authors,Unisex,8.0,2024,Josh Meyer
723,Ottoman Ambergris Assam Sultan Ensar Oud / Oriscent ,Ensar-Oud,Unisex,8.5,2024,Nicht angegeben
724,The Ambergris Caleidoscope N•O•A•M ,Noam,Unisex,8.4,2024,Nicht angegeben
725,Tubéreuse Astrale Maison Crivelli ,Maison Crivelli,Unisex,7.7,2024,Quentin Bisch
726,Perpetual Moresque ,Moresque,Unisex,7.8,2024,Nicht angegeben
727,Yara Parfums d'Elmar ,Parfums Delmar,Unisex,8.1,2024,Nicht angegeben
728,Sahar سحر Parfum Prissana ,Parfum Prissana,Unisex,8.2,2024,Prin Lomros
729,Agrias Vetiveris Nebiru Parfvms ,Nebiru-Parfvms,Unisex,8.9,2024,Frederic Gieselbach Parfümhersteller
730,Emerald Nebiru Parfvms ,Nebiru-Parfvms,Unisex,9.0,2024,Frederic Gieselbach Parfümhersteller
731,Ajwad Pink to Pink أجود Lattafa / لطافة ,Lattafa,Unisex,7.4,2024,Nicht angegeben
732,Blue Madeleine Atelier des Ors ,Atelier Des Ors,Unisex,7.3,2024,Marie Salamagne
733,Neroli Portofino Parfum Tom Ford ,Tom Ford,Unisex,9.4,2024,Nicht angegeben
734,Sun-Gria Lorenzo Pazzaglia ,Lorenzo-Pazzaglia,Unisex,8.2,2024,Nicht angegeben
735," - Fruity, Amber, Exotic Musk Rosendo Mateu - Olfactive Expressions ",Rosendo Mateu  Olfactive Expressions,Unisex,8.0,2008,Rosendo Mateu
736,Jamaican Ambergris Ensar Oud / Oriscent ,Ensar-Oud,Unisex,9.2,2024,Nicht angegeben
737,Tropiques Fragrance Du Bois ,Fragrance Du Bois,Unisex,7.6,2024,Nicht angegeben
738,Dux Orientis Pana Dora ,Pana-Dora,Unisex,7.1,2024,Nicht angegeben
739,Rabbit Zoologist ,Zoologist,Unisex,7.6,2024,Fanny Bal
740,Spring River Floraïku ,Floraiku,Unisex,7.3,2024,Nicht angegeben
741,Äican Kajal ,Kajal,Unisex,8.2,2024,Gökhan Şimşek
742,Lemon Mango Niche  All ,Niche-4-All,Unisex,9.1,2004,Nicht angegeben
743,Guilty Crush The House of Oud ,The House Of Oud,Unisex,6.7,2024,Cristian Calabrò
744,Cupid's Kiss Electimuss ,Electimuss,Unisex,7.8,2024,Julien Rasquinet
745,Vanille des Afriques Intensivo Ormonde Jayne ,Ormonde Jayne,Unisex,8.0,2024,Nicht angegeben
746,The Mariner's Rhyme Francesca Bianchi ,Francesca Bianchi,Unisex,6.3,2024,Francesca Bianchi
747,Saint Tropez - Eclat du Soleil Birkholz ,Birkholz,Unisex,7.5,2024,Nicht angegeben
748,Akhetaten Parfum Prissana ,Parfum Prissana,Unisex,7.6,2024,Prin Lomros
749,Tonkatonic Morph ,Morph,Unisex,7.5,2024,Mathieu Nardin
750,Magic Mushrooms Bohoboco ,Bohoboco,Unisex,7.6,2024,Nicht angegeben
751,Swedish Leather Pana Dora ,Pana-Dora,Unisex,7.3,2024,Nicht angegeben
752,Philtre Hiram Green ,Hiram Green,Unisex,7.4,2024,Hiram Green
753,Signature Halfeti Black Rose Zaharoff ,Zaharoff,Unisex,8.3,2024,Claude Dir
754,Shalimar Millésime Iris Guerlain ,Guerlain,Frauen,8.3,2023,Delphine Jelk
755,Goddess Burberry ,Burberry,Frauen,7.8,2023,Amandine Clerc-Marie
756,Yum Pistachio Gelato |  Kayali ,Kayali,Frauen,7.3,2023,"Olivier Cresp,
Sébastien Cresp"
757,Devotion Dolce & Gabbana ,Dolce Gabbana,Frauen,7.7,2023,Olivier Cresp
758,Valaya Parfums de Marly ,Parfums De Marly,Frauen,6.8,2023,Quentin Bisch
759,For Her Forever Narciso Rodriguez ,Narciso Rodriguez,Frauen,7.6,2023,Sonia Constant
760,Belle Icône Câline ,Caline,Frauen,7.5,2023,Nicht angegeben
761,Black Orchid Tom Ford  Eau de Toilette,Tom Ford,Frauen,8.2,2023,Nicht angegeben
762,La Vie est Belle Iris Absolu Lancôme ,Lancome,Frauen,7.4,2023,"Anne Flipo,
Dominique Ropion"
763,Good Girl Blush Carolina Herrera  Eau de Parfum,Carolina Herrera,Frauen,7.4,2023,"Quentin Bisch,
Shyamala Maisondieu,
Christophe Raynaud"
764,L'Interdit Givenchy  Eau de Parfum Rouge Ultime,Givenchy,Frauen,7.9,2023,"Fanny Bal,
Dominique Ropion,
Anne Flipo,
IFF (International Flavors & Fragrances)"
765,The Wedding Silk Santal |  Kayali ,Kayali,Frauen,8.0,2023,"Gabriela Chelariu,
Firmenich"
766,My Way Parfum Giorgio Armani ,Giorgio Armani,Frauen,7.5,2023,Carlos Benaïm
767,Chance Eau Fraîche Chanel  Eau de Parfum,Chanel,Frauen,7.7,2023,Olivier Polge
768,Sì Giorgio Armani  Eau de Parfum Intense,Giorgio Armani,Frauen,7.9,2023,Julie Massé
769,Gaultier Divine Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,6.8,2023,Quentin Bisch
770,This Is Her! Undressed Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.0,2023,Sidonie Lancesseur
771,Q Dolce & Gabbana ,Dolce Gabbana,Frauen,7.5,2023,Daphné Bugey
772,Libre L'Absolu Platine Yves Saint Laurent ,Yves Saint Laurent,Frauen,7.1,2023,"Anne Flipo,
Carlos Benaïm"
773,Café Rose Tom Ford ,Tom Ford,Frauen,6.8,2023,Antoine Lie
774,Gossip Night Gritti ,Gritti,Frauen,7.4,2023,Luca Gritti
775,J'adore L'Or Dior ,Dior,Frauen,7.8,2023,Francis Kurkdjian
776,Aqua Allegoria Harvest Mandarine Basilic Guerlain ,Guerlain,Frauen,8.2,2023,Delphine Jelk
777,Carmina Creed ,Creed,Frauen,6.9,2023,"Emilie Bouge,
Robertet"
778,Supreme Vanilla Zara ,Zara,Frauen,7.5,2023,Nicht angegeben
779,All Of Me Narciso Rodriguez ,Narciso Rodriguez,Frauen,6.0,2023,"Dora Baghriche-Arnaud,
Daphné Bugey"
780,Valentino Donna Born In Roma Intense Valentino ,Valentino,Frauen,7.3,2023,"Amandine Clerc-Marie,
Honorine Blanc"
781,Verte Envolée Yves Rocher ,Yves Rocher,Frauen,7.7,2023,Sophie Labbé
782,Angel Elixir Mugler ,Mugler,Frauen,6.5,2023,"Anne Flipo,
Domitille Michalon-Bertier"
783,Star Mauboussin ,Mauboussin,Frauen,7.9,2023,Nicht angegeben
784,Into The Gourmand - Number : Velvet Shadow Zara ,Zara,Frauen,8.1,2023,Nicht angegeben
785,Flora Gorgeous Magnolia Gucci ,Gucci,Frauen,7.2,2023,"Daphné Bugey,
Marie Salamagne"
786,Aqua Allegoria Forte Nerolia Vetiver Guerlain ,Guerlain,Frauen,7.4,2023,Delphine Jelk
787,Vaniteese Dita von Teese ,Dita Von Teese,Frauen,7.4,2023,Alexandre Illan
788,La Nuit Trésor Fleur de Nuit Lancôme ,Lancome,Frauen,7.7,2023,"Amandine Clerc-Marie,
Alexis Grugeon,
Honorine Blanc"
789,Into the Gourmand - Number : Gleam of the Moon Zara ,Zara,Frauen,8.1,2023,Nicht angegeben
790,Nomade Jasmin Naturel Intense Chloé ,Chloe,Frauen,7.3,2023,Caroline Dumur
791,La Vie est Belle L'Extrait Lancôme ,Lancome,Frauen,7.2,2023,"Anne Flipo,
Dominique Ropion"
792,Can't Stop Loving You Kilian ,Kilian,Frauen,6.9,2023,Alberto Morillas
793,Paradoxe Intense Prada ,Prada,Frauen,7.0,2023,"Nadège Le Garlantezec,
Shyamala Maisondieu,
Antoine Maisondieu"
794,A Drop d'Issey Issey Miyake  Eau de Parfum Essentielle,Issey Miyake,Frauen,7.4,2023,Nicht angegeben
795,Starlight Vanilla Zara ,Zara,Frauen,7.6,2023,Nicht angegeben
796,Signature Absolue Montblanc ,Montblanc,Frauen,7.2,2023,"Meabh McCurtin,
Anne Flipo"
797,Victresse Dita von Teese ,Dita Von Teese,Frauen,7.9,2023,Alexandre Illan
798,Light Blue Summer Vibes Dolce & Gabbana ,Dolce Gabbana,Frauen,7.2,2023,Olivier Cresp
799,Good Fortune Elixir Intense Viktor & Rolf ,Viktor Rolf,Frauen,7.8,2023,Nicht angegeben
800,Alien Goddess Mugler  Eau de Parfum Supra Florale,Mugler,Frauen,6.7,2023,"Marie Salamagne,
Nathalie Lorson"
801,Elixir Elie Saab ,Elie Saab,Frauen,7.4,2023,"Aurélien Guichard,
Jérôme Di Marino"
802,Bloom Intense Gucci ,Gucci,Frauen,7.6,2023,Alberto Morillas
803,Aqua Allegoria Harvest Nerolia Vetiver Guerlain ,Guerlain,Frauen,7.6,2023,Delphine Jelk
804,Cloud Pink Ariana Grande ,Ariana Grande,Frauen,7.2,2023,Clément Gavarry
805,Pussy Dark Intense Rammstein ,Rammstein,Frauen,6.6,2023,Alexandre Illan
806,Flower Ikebana by Kenzo Kenzo ,Kenzo,Frauen,7.5,2023,"Alexandra Monet,
Alberto Morillas"
807,Olympēa Flora Paco Rabanne ,Paco Rabanne,Frauen,6.7,2023,Nicht angegeben
808,Sunset Jil Sander  Eau de Parfum Intense,Jil Sander,Frauen,7.4,2023,Sonia Constant
809,Santorini Sunrise Escada ,Escada,Frauen,7.0,2023,"Benoist Lapouza,
Mylène Alran"
810,Boss Alive Parfum Hugo Boss ,Hugo Boss,Frauen,7.1,2023,Nicht angegeben
811,Elle Anniversary XerJoff ,Xerjoff,Frauen,8.0,2023,Nicht angegeben
812,Vedette Dita von Teese ,Dita Von Teese,Frauen,7.4,2023,Alexandre Illan
813,Blooming Coconut Essential Garden ,Essential Garden,Frauen,7.5,2023,Nicht angegeben
814,Ginza Shiseido / 資生堂  Eau de Parfum Intense,Shiseido,Frauen,6.5,2023,"Karine Dubreuil-Sereni,
Maïa Lernout"
815,The Scent Magnetic for Her Hugo Boss ,Hugo Boss,Frauen,6.7,2023,Louise Turner
816,Idôle Now Lancôme ,Lancome,Frauen,6.3,2023,"Shyamala Maisondieu,
Nadège Le Garlantezec,
Adriana Medina-Baez"
817,Aqua Allegoria Harvest Rosa Rossa Guerlain ,Guerlain,Frauen,7.5,2023,Delphine Jelk
818,Lady Million Royal Paco Rabanne ,Paco Rabanne,Frauen,7.1,2023,"Anne Flipo,
Domitille Michalon-Bertier"
819,Chloé L'Eau de Parfum Lumineuse Chloé ,Chloe,Frauen,6.8,2023,Ane Ayo
820,Seductive Blue Guess ,Guess,Frauen,8.0,2023,Christian Alori
821,Tutti Twilly d'Hermès Hermès ,Hermes,Frauen,5.8,2023,Christine Nagel
822,Irrésistible Givenchy Givenchy  Eau de Parfum Rose Velvet,Givenchy,Frauen,7.0,2023,Nicht angegeben
823,I Don't Need A Prince By My Side To Be A Princess Eau Fraîche Kilian ,Kilian,Frauen,7.6,2023,Honorine Blanc
824,Hypnotic Vanilla Zara ,Zara,Frauen,7.7,2023,Nicht angegeben
825,Sultry Pear Zara ,Zara,Frauen,7.6,2023,Nicht angegeben
826,Eden Sparkling Lychee |  Kayali ,Kayali,Frauen,7.2,2023,"Gabriela Chelariu,
Firmenich"
827,L'Interdit Burning Neroli Givenchy ,Givenchy,Frauen,8.1,2023,Nicht angegeben
828,Très Jolie Câline ,Caline,Frauen,8.1,2023,Nicht angegeben
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben
836,L'Eau d'Issey Pivoine Issey Miyake ,Issey Miyake,Frauen,6.2,2023,Marie Salamagne
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch"
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier"
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas"
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena
842,Valentino Donna Born In Roma Pink PP Valentino ,Valentino,Frauen,7.5,2023,"Marie Salamagne,
Honorine Blanc,
Alberto Morillas,
Olivier Cresp"
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk
850,Papilio Puredistance ,Puredistance,Frauen,8.2,2023,Nathalie Feisthauer
851,Acqua di Giò Parfum Giorgio Armani ,Giorgio Armani,Männer,8.2,2023,Alberto Morillas
852,Sand Desert at Sunset Zara ,Zara,Männer,8.2,2023,Benoist Lapouza
853,Pour Homme Grauton Parfums ,Grauton-Parfums,Männer,8.4,2023,"Martin Fuhs Parfümhersteller, Markeninhaber"
854,Absolu Aventus Creed ,Creed,Männer,8.3,2023,Nicht angegeben
855,Boss Bottled Elixir Hugo Boss ,Hugo Boss,Männer,7.8,2023,"Annick Ménardo,
Suzy Le Helley"
856,L'Homme Idéal Platine Privé Guerlain ,Guerlain,Männer,8.4,2023,Delphine Jelk
857,Elysium Eau Intense Roja Parfums ,Roja Parfums,Männer,7.5,2023,Roja Dove
858,Gentleman Society Givenchy  Eau de Parfum,Givenchy,Männer,7.3,2023,"Karine Dubreuil-Sereni,
Maïa Lernout"
859,Luna Rossa Ocean Prada  Eau de Parfum,Prada,Männer,7.3,2023,"Anne Flipo,
Carlos Benaïm"
860,WO/ Somewoody Zara ,Zara,Männer,8.1,2023,Nicht angegeben
861,Myslf Yves Saint Laurent ,Yves Saint Laurent,Männer,6.9,2023,"Christophe Raynaud,
Daniela Andrier,
Antoine Maisondieu"
862,Habit Rouge Rouge Privé Guerlain ,Guerlain,Männer,8.2,2023,Delphine Jelk
863,Berserker Marc Gebauer ,Marc-Gebauer,Männer,7.2,2023,Christian Carbonnel a.k.a. Chris Maurice
864,Spicebomb Infrared Viktor & Rolf  Eau de Parfum,Viktor Rolf,Männer,7.9,2023,"Carlos Benaïm,
Nicolas Beaulieu,
Jean-Christophe Hérault"
865,The Scent Magnetic for Him Hugo Boss ,Hugo Boss,Männer,7.5,2023,Delphine Lebeau-Krowiakj
866,Valentino Uomo Born In Roma Intense Valentino ,Valentino,Männer,7.7,2023,"Guillaume Flavigny,
Antoine Maisondieu"
867,Guilty Elixir de Parfum pour Homme Gucci ,Gucci,Männer,8.0,2023,"Nathalie Gracia-Cetto,
Quentin Bisch"
868,Majestic Green Zara ,Zara,Männer,7.9,2023,Fabrice Pellegrin
869,Jubilation  Amouage ,Amouage,Männer,8.5,2023,Bertrand Duchaufour
870,Absolutely Dark Zara ,Zara,Männer,7.8,2023,Marion Costero
871, Million Royal Paco Rabanne ,Paco Rabanne,Männer,7.7,2001,"Quentin Bisch,
Christophe Raynaud"
872,Imperial Purple Zara ,Zara,Männer,8.0,2023,Ane Ayo
873,Gntonic M. Micallef ,Martine Micallef,Männer,7.2,2023,Sidonie Grandperret
874,Boss Bottled Pacific Hugo Boss ,Hugo Boss,Männer,7.2,2023,Sophie Labbé
875,Armani Code Giorgio Armani  Eau de Toilette,Giorgio Armani,Männer,7.7,2023,Nicht angegeben
876,Surfing Puerto Escondido Zara ,Zara,Männer,8.1,2023,Nicht angegeben
877,Invictus Victory Elixir Paco Rabanne ,Paco Rabanne,Männer,7.3,2023,"Domitille Michalon-Bertier,
Anne Flipo,
Nicolas Beaulieu"
878,Magnificent Black Zara ,Zara,Männer,8.0,2023,Hamid Merati-Kashani
879,Y Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Männer,6.9,2023,Dominique Ropion
880,This Is Him! Undressed Zadig & Voltaire ,Zadig  Voltaire,Männer,7.0,2023,Nathalie Lorson
881,Grey Vetiver Parfum Tom Ford ,Tom Ford,Männer,7.4,2023,Nicht angegeben
882,L'Eau d'Issey pour Homme Vétiver Issey Miyake ,Issey Miyake,Männer,7.6,2023,Marie Salamagne
883,Powerful Black Câline ,Caline,Männer,7.8,2023,Nicht angegeben
884,Lush Vetiver Zara ,Zara,Männer,7.6,2023,Gaël Montero
885,Absolute Sport La Rive ,La Rive,Männer,7.5,2023,Nicht angegeben
886,Tender Amber Zara ,Zara,Männer,7.2,2023,Gaël Montero
887,Bvlgari Man Rain Essence Bvlgari ,Bvlgari,Männer,7.1,2023,Alberto Morillas
888,Antique Brown Zara ,Zara,Männer,8.1,2023,Honorine Blanc
889,The Wedding Velvet Santal |  Kayali ,Kayali,Männer,7.8,2023,"Fabrice Pellegrin,
Firmenich"
